pSTAT5,Foxp3,CD25,PD1,CD4,Position X,Position Y,Position Z
70.4938,470.032,72.2012,157.751,371.683,684.724,1288.02,2.89966
142.651,480.309,159.345,181.871,641.71,767.942,1205.04,4.79029
41.1418,453.299,93.2729,139.622,304.91,534.441,1437.27,8.65573
63.8271,306.743,135.111,206.302,341.655,819.346,1153.8,6.55162
93.2008,447.898,128.643,100.392,414.226,792.326,1181.38,2.78627
73.3678,626.56,251.868,390.331,411.756,655.707,1320.01,6.28932
91.0209,294.662,231.728,283.796,397.885,623.459,1349.39,0.571139
63.5752,253.987,106.618,63.6569,111.853,228.232,1741.46,6.51296
92.0056,404.19,87.5994,147.163,302.575,565.042,1407.53,8.15293
86.7102,427.205,64.3764,296.208,579.062,649.672,1324.32,4.39816
70.7561,424.812,128.552,130.323,422.412,688.716,1286.13,4.56218
68.2248,423.134,93.7309,427.58,486.769,664.001,1309.79,4.7638
40.4531,370.417,58.9566,115.238,316.441,761.721,1210.26,10.6996
38.8922,241.647,31.1729,137.948,294.879,616.058,1356.02,7.84311
39.5451,255.757,46.5111,69.9255,195.78,375.947,1597.68,6.04436
119.747,365.102,183.14,158.195,561.302,419.536,1557.6,4.33168
16.9268,274.818,54.2601,103.712,88.6667,934.615,1036.34,13.6595
23.4873,212.431,21.2896,61.3855,250.769,600.495,1371.79,10.4553
30.4977,324.379,102.512,86.3925,303.757,650.709,1322.09,12.6166
56.7352,431.642,154.955,121.432,331.934,544.108,1431.54,9.30433
93.4687,416.86,119.747,155.602,566.936,797.436,1180.65,5.43986
47.1711,298.947,34.1352,92.7941,219.214,752.016,1221.71,12.1363
28.4427,239.364,34.9146,116.42,237.173,998.084,974.188,11.8571
32.6394,408.421,138.341,172.96,235.099,530.849,1443.26,11.915
77.6923,320.444,66.2879,114.047,511.691,646.27,1330.37,5.0595
71.4453,557.895,149.393,160.024,360.167,498.608,1480.14,2.79576
45.9184,425.43,122.231,107.46,379.06,775.768,1201.16,7.75673
79.6951,552.54,371.017,215.388,449.949,780.373,1200.63,1.60103
50.3703,431.476,117.835,161.168,434.432,609.898,1366.89,9.88858
53.6652,404.437,53.8038,329.178,256.971,349.976,1627.52,7.83879
27.8083,353.354,37.1639,111.06,139.897,350.091,1629.75,12.3435
49.8521,264.895,121.553,188.627,318.281,747.649,1230.21,7.15628
55.7496,395.314,124.436,77.6814,242.437,444.372,1534.25,4.92068
63.7404,347.463,54.8609,100.779,416.974,611.787,1367.97,3.44544
71.7663,391.647,74.0709,141.6,483.646,485.662,1494.39,6.8605
45.8584,326.729,78.8584,96.641,326.69,682.036,1296.01,8.53411
25.2194,276.36,29.738,165.293,148.533,567.026,1411.33,11.8669
41.3979,315.497,41.8608,135.484,314.723,518.452,1461.22,9.62667
22.6885,325.736,47.7786,144.25,90.4972,254.473,1723.31,12.5815
75.93,470.299,163.918,312.689,525.886,775.429,1207.23,2.77685
29.5687,256.436,23.724,52.6444,266.96,428.173,1551.15,12.6161
63.8017,487.671,47.7338,1094.86,504.097,919.472,1062.68,8.71039
50.1967,368.705,77.4879,111.58,348.769,627.993,1353.63,10.4652
66.6916,289.476,61.1185,216.167,333.559,517.205,1464.07,0.973221
26.1023,277.989,29.0651,140.177,211.2,1006.58,973.128,12.4483
73.8845,353.908,72.9711,125.812,392.14,452.781,1492.73,11.1852
64.1367,501.126,200.693,323.379,362.26,965.246,985.117,4.07713
62.743,662.509,80.1467,172.841,423.454,724.956,1223.36,5.63014
49.8258,275.912,49.0538,90.5333,302.869,499.992,1446.61,3.87597
67.2893,433.616,154.047,105.05,417.145,651.564,1294.8,9.34071
34.7651,373.73,32.9992,620.033,323.021,955.631,990.44,11.8455
85.0959,424.426,70.7168,178.728,513.644,627.756,1323.61,2.10199
42.0777,477.533,172.542,128.874,294.17,856.795,1089.63,12.4197
57.8965,566.15,125.515,126.349,320.846,816.398,1131.24,9.47399
26.3872,331.396,47.6532,59.8859,192.375,844.715,1100.95,13.0426
38.9691,581.609,42.4284,620.819,234.996,131.714,1815.4,11.4859
44.4578,355.113,101.278,149.975,372.89,492.67,1453.85,12.5615
65.9853,344.049,43.4336,580.833,444.036,894.699,1054.81,5.96137
43.1424,246.7,40.7342,100.533,340.551,678.579,1267.79,6.77503
45.0576,384.535,97.7493,91.6427,282.831,809.761,1137.37,9.19233
105.666,521.496,111.795,139.462,456.117,708.683,1239.8,8.79518
47.0627,508.385,124.594,57.8123,136.174,318.517,1635.14,8.028
77.235,438.377,80.2765,112.016,421.742,685.774,1263.7,3.86241
36.3184,358.47,39.314,107.666,241.216,1033.64,914.356,10.4875
85.2,428.469,149.639,154.964,481.832,682.528,1269.38,10.2824
35.8412,360.142,35.6333,197.267,262.746,994.612,954.348,9.38678
92.6992,270.014,151.319,95.5975,493.907,620.485,1330.41,9.98672
30.5805,485.775,177.238,80.6737,236.851,490.86,1459.41,12.7131
62.2247,314.196,104.37,90.0909,294.609,550.829,1398.6,11.0312
74.0715,421.294,49.6357,188.425,362.606,402.63,1548.83,3.78458
35.4295,317.151,99.6106,97.2981,188.151,823.539,1123.76,13.2888
54.495,215.056,142.509,349.879,330.647,830.373,1121.96,10.3989
60.6632,542.696,134.466,155.508,327.56,420.265,1529.99,7.80334
51.0453,403.871,68.0119,208.046,301.099,530.104,1423.16,9.52047
73.9304,328.33,110.521,115.691,351.892,694.401,1257.62,4.91424
74.7892,304.178,79.0407,112.515,426.869,573.773,1379.52,3.07557
92.7303,365.597,91.0671,387.086,238.916,1041.05,912.177,0.66853
55.595,527.316,62.1445,131.823,205.926,487.036,1466.09,3.55932
40.2145,324.275,51.2155,82.8839,218.692,200.505,1750.16,5.58697
57.217,372.574,150.002,135.599,465.633,810.095,1140.68,12.9514
83.3104,425.729,109.389,127.725,318.211,950.758,1004.94,1.52615
44.0521,463.888,148.517,173.517,322.518,768.223,1182.89,10.3764
55.1523,252.125,43.8312,139.147,268.942,776.891,1176.31,11.8666
106.797,296.211,120.932,127.75,560.126,651.906,1300.15,8.57065
104.956,378.85,97.4291,109.721,380.33,688.15,1266.44,2.24261
36.4606,336.969,31.9185,63.302,358.293,567.456,1385.81,12.5435
38.9649,253.55,33.2916,96.3911,264.744,784.997,1169.87,6.84943
60.9782,417.529,82.0891,70.3659,321.662,667.478,1286.79,11.8365
57.5349,336.712,75.2591,128.098,304.676,533.221,1422.21,4.08012
42.4187,328.475,35.6499,149.57,296.525,520.891,1435.26,8.18755
83.0359,382.577,88.5768,320.785,361.691,330.15,1630.1,5.15308
47.2135,368.197,34.8224,195.73,388.072,434.177,1521.4,11.6779
50.0798,231.373,41.0326,61.8208,174.441,471.711,1482.95,8.84787
59.7605,374.442,43.8094,186.646,355.821,582.139,1376.51,2.62586
43.7529,299.996,46.188,63.9398,276.037,858.914,1097.38,7.40066
39.5046,398.82,86.8098,89.8807,265.254,721.839,1234.69,8.49094
60.2055,322.597,63.7212,87.1927,330.421,566.333,1392.29,2.31561
47.8003,309.456,99.0714,70.7695,179.308,317.782,1639.44,6.79131
53.2833,503.938,64.6835,179.978,265.086,831.664,1127.06,9.439
61.1237,260.464,78.5678,64.363,338.223,652.954,1302.81,12.201
38.2671,290.664,65.6356,197.942,217.879,852.639,1105.54,9.96325
58.012,541.295,129.282,169.172,397.221,605.24,1358.28,6.35781
38.367,384.996,112.596,164.567,203.547,601.437,1355.52,10.5168
84.5279,512.554,176.205,217.856,377.575,791.185,1170.13,3.22575
42.7249,367.538,41.7181,88.1063,350.496,648.409,1309.83,10.0997
49.2864,401.9,43.7979,270.078,435.53,701.292,1257.86,10.6157
56.0139,454.003,93.8658,156.267,305.627,796.503,1163.78,6.0865
50.4604,362.002,118.87,66.1079,132.157,321.329,1638.97,6.23578
87.27,420.224,97.254,94.6722,460.987,572.227,1387.74,8.62582
67.4115,403.092,91.6077,77.4139,381.067,815.479,1144.32,12.4062
32.8135,330.954,31.3741,50.1907,188.629,554.573,1405.61,12.602
121.563,603.072,202.076,88.5806,427.489,497.566,1430.88,4.29365
73.9854,286.989,52.473,97.2162,345.414,427.538,1500.83,3.4748
41.9796,324.982,62.0301,60.116,282.585,529.929,1396.13,9.01418
67.0699,491.229,95.0821,132.98,514.292,629.56,1298.82,8.82281
98.1502,362.842,79.1386,352.68,533.361,767.132,1163.9,2.17545
61.9516,313.349,55.4319,136.968,310.758,728.904,1200.28,2.47571
28.021,287.942,37.1826,281.476,127.66,277.072,1652.33,12.1441
41.5747,341.322,88.604,149.237,335.414,540.048,1387.89,12.553
68.1412,446.414,60.9607,99.0526,348.429,517.917,1412.49,2.75385
40.4527,237.951,23.5945,56.6159,230.692,355.175,1573.64,4.72993
43.8675,204.075,32.8391,80.7834,215.083,476.262,1454.41,4.22796
67.1422,436.05,97.0963,88.1257,488.801,423.531,1505.53,7.66106
26.9655,352.146,41.7895,60.6974,134.222,221.788,1704.76,12.8588
39.5941,249.853,63.428,110.754,237.631,676.975,1251.46,10.2311
60.8487,466.947,247.002,190.878,306.71,457.491,1475.44,6.65155
83.64,325.978,121.033,156.185,369.658,827.543,1102.24,2.32617
32.7749,284.404,24.1031,108.423,299.065,713.787,1216,11.8325
42.811,321.644,123.653,91.3908,350.899,752.316,1177.74,9.46952
30.2356,377.249,23.8072,137.857,248.914,887.735,1043.58,11.9092
78.9561,347.881,109.386,220.534,470.612,587.496,1347.46,5.25546
32.3946,227.132,49.2272,56.7235,104.789,274.247,1657.61,11.2915
67.7372,441.807,86.3806,123.813,222.185,461.794,1469.72,11.8996
54.923,452.72,61.4631,107.635,390.802,700.654,1233.08,5.38314
46.5439,317.524,73.2949,131.919,295.446,946.73,986.906,5.81702
45.4668,362.658,37.1886,57.9315,305.766,361.607,1571.09,8.99903
51.4054,304.995,44.0471,104.622,285.979,835.016,1100.08,7.744
32.5704,312.029,35.9645,63.394,250.011,566.255,1366.06,10.4673
61.5907,656.264,216.814,141.85,459.133,756.97,1178.1,7.81414
35.6807,225.688,42.6919,141.271,177.755,484.558,1451.2,6.38178
31.1845,325.512,41.8406,65.9634,173.978,900.343,1035.25,9.43843
57.845,437.142,136.631,83.248,356.351,618.364,1314.66,11.835
77.5631,415.932,94.3562,92.0512,432.896,860.659,1073.16,6.58375
53.6232,324.028,57.7589,129.698,428.742,692.545,1239.88,12.0927
46.3208,353.635,81.4774,56.8066,231.543,731.854,1200.94,11.7441
35.9771,386.153,37.8641,297.669,241.265,977.175,959.052,8.34277
59.9743,385.796,145.038,233.013,342.389,809.3,1125.67,9.20205
52.2821,429.655,256.76,173.602,301.153,753.373,1184.6,5.07146
61.0152,278.43,48.2471,247.43,331.24,856.299,1077.83,5.1599
76.072,227.177,56.5219,134.977,308.252,999.82,936.81,1.20652
65.8995,289.831,82.5358,155.73,306.834,956.924,981.174,1.47236
81.4093,374.677,78.1837,104.428,444.347,567.331,1370.7,4.68325
70.6269,381.47,119.16,108.178,591.391,739.915,1196.78,6.70155
39.5808,321.324,42.0612,65.8707,206.458,877.173,1059.31,5.74257
62.8951,388.147,66.752,125.449,325.787,336.997,1602.61,2.26673
96.9037,321.487,170.318,147.99,581.665,695.615,1243.11,6.54642
54.5086,255.71,50.8403,86.1351,266.914,576.386,1361.73,2.76457
46.2909,319.415,79.9861,128.063,343.365,484.48,1453.57,12.1303
55.7351,275.316,46.5182,112.526,307.536,798.898,1140.2,9.45366
87.4218,411.903,79.5931,198.293,378.575,705.417,1235.33,1.24574
38.1998,308.483,49.4045,83.8661,288.714,937.38,1001.52,7.87821
54.4698,439.924,117.18,251.476,324.198,503.241,1439.94,9.5556
46.4253,426.49,108.494,76.5498,265.086,835.62,1103.5,12.9948
56.8125,304.154,72.7551,107.517,315.459,633.321,1308,1.80994
40.0297,228.688,32.9108,93.4844,340.55,646.487,1293.27,8.2521
60.5596,323.846,47.4211,57.9872,344.572,600.105,1339.14,12.7836
67.3196,435.962,83.6056,138.152,437.576,768.129,1175.01,2.55874
62.2438,415.511,212.123,210.572,400.125,753.435,1186.56,11.6957
22.7228,303.203,26.2109,54.4257,209.033,593.329,1347.07,12.4985
118.287,426.963,121.725,249.708,355.053,971.559,973.851,1.54884
62.0303,470.995,72.3953,149.445,290.358,382.869,1561.13,4.5609
33.5584,226.254,42.4714,135.735,178.691,725.717,1214.82,7.41765
64.9552,385.815,167.527,259.162,270.098,757.621,1186.59,1.88157
70.3043,295.361,123.769,139.34,351.16,608.42,1334.47,1.38532
74.9211,454.039,84.7448,108.896,408.388,498.612,1445.4,8.38746
64.6601,406.608,117.865,134.244,330.824,452.225,1492.43,5.07224
133.045,221.404,204.018,136.506,434.627,786.263,1161.37,10.049
96.9365,447.774,122.805,93.137,488.345,435.004,1508.8,7.62092
75.8748,403.582,52.1477,120.744,424.914,564.358,1381.21,2.20113
57.1097,381.684,74.6155,107.238,326.907,790.049,1153.56,5.87942
51.6704,312.365,42.6102,67.7171,345.068,737.427,1205.25,7.87769
23.7136,334.312,38.313,56.8858,150.223,1008.65,934.066,12.9654
87.6079,536.039,198.57,268.303,363.721,506.874,1440.24,4.54377
51.1213,406.104,154.343,131.552,361.054,758.371,1186.48,7.10878
50.108,434.735,59.3519,220.499,305.005,523.471,1423.72,9.02272
61.9843,360.628,56.0857,96.0407,434.235,634.394,1311.11,4.15095
40.7582,409.376,48.375,93.1014,236.076,400.768,1507.97,9.54596
26.0898,328.434,29.9338,76.5567,229.488,796.789,1111.93,13.2835
59.7368,576.966,44.0152,938.566,344.544,154.589,1760.33,3.2941
73.6967,598.672,107.895,373.972,345.668,1007.79,906.393,1.40775
32.7793,308.037,42.2774,57.9421,224.397,553.124,1357.83,9.65403
47.6581,366.736,134.069,359.247,333.829,491.019,1418.86,8.0044
59.8623,399.274,41.2547,78.4265,224.132,235.482,1677.54,4.07894
36.5048,219.878,66.9429,95.7905,238.733,624.586,1285.46,8.74875
31.7121,233.119,34.2074,81.7663,205.217,859.275,1052.23,5.80025
36.4794,369.748,34.1366,1054.82,274.46,161.827,1750.11,9.22909
171.791,292.425,256.197,177.58,476.917,681.344,1232.56,7.96924
75.2082,317.295,157.44,160.31,294.597,406.952,1505.73,2.44869
57.198,493.603,93.9522,60.9993,270.862,768.831,1143.96,7.45255
53.0828,426.073,88.135,75.3258,306.629,440.803,1471.12,9.40049
50.1685,284.865,36.9242,76.7506,284.789,848.56,1065,6.80303
36.0805,424.903,62.5428,56.9529,242.472,828.166,1083.86,12.1772
47.6397,367.461,84.0585,241.986,366.944,493.045,1420.94,5.25306
81.6371,343.463,86.454,135.645,387.755,371.878,1548.15,4.92046
36.6894,349.394,51.1225,124.741,288.473,939.823,973.521,8.76451
30.7955,367.912,55.4965,199.351,225.121,864.826,1048.93,12.5644
54.3299,414.214,66.7603,111.869,390.135,656.014,1258.95,6.53335
25.9548,229.481,32.0404,44.8271,172.036,775.843,1137.6,12.3778
75.9227,573.969,165.329,481.864,437.133,1012.03,906.18,3.69873
40.019,327.481,76.6076,97.8047,290.992,514.864,1400.87,10.3784
61.5325,410.9,108.866,272.936,517.711,964.398,954.022,4.95852
82.0318,473.849,119.934,187.272,370.513,491.983,1425.73,1.08262
46.762,336.623,34.4995,77.5968,431.032,575.899,1341.01,8.02661
90.7225,323.642,155.041,117.397,490.866,415.753,1501.83,10.1472
52.7906,386.245,88.9704,75.4815,455.064,609.203,1306.51,8.98428
52.1159,278.381,76.9914,182.814,293.406,619.888,1298.54,2.67328
42.9188,285.521,49.373,75.0172,238.08,481.885,1433.99,10.4197
65.3069,417.986,69.716,144.381,515.843,692.126,1226.71,6.31549
48.3321,370.771,94.4256,130.181,329.568,497.896,1419.89,4.05641
43.4449,672.822,128.164,140.677,291.409,911.568,1006.84,9.57642
58.3407,525.75,126.636,193.934,306.822,562.004,1358.29,2.88788
52.501,372.715,67.6158,67.0717,355.471,565.158,1352.33,9.01526
67.2587,461.923,85.8557,110.808,330.587,503.966,1414.55,7.32829
31.1865,257.186,110.025,127.422,224.685,621.418,1294.84,12.3395
92.9425,415.34,96.8651,148.192,405.116,734.292,1187.01,1.99051
68.4079,521.231,104.551,111.782,333.924,821.674,1098.36,3.06384
49.0293,274.203,39.1332,97.0429,224.497,881.001,1038.02,2.44686
77.6133,566.029,165.84,108.549,507.225,652.531,1267.84,4.06656
40.8268,271.122,38.2913,68.3222,291.761,876.707,1042.43,7.99355
49.9101,224.671,34.4059,117.153,209.293,873.672,1048.27,1.87305
58.8659,542.805,182.987,249.294,523.65,599.676,1320.15,8.5633
35.9404,386.677,67.1314,86.0568,345.004,601.337,1317.38,12.5128
22.1994,200.479,20.5199,88.9862,219.805,709.874,1208.82,12.0758
26.7956,241.5,134.181,162.911,196.465,816.433,1101.97,12.8265
82.4396,407.628,85.7634,206.821,409.987,936.455,986.134,2.45934
70.4633,373.927,169.225,115.612,321.101,801.414,1119.98,5.25762
21.8779,222.223,29.3525,66.6797,110.028,513.963,1404.28,12.656
65.2701,533.896,163.877,157.166,324.78,768.698,1153.28,5.11131
61.3564,285.246,110.469,178.704,362.884,618.752,1304.52,3.27521
64.113,675.192,119.903,177.762,363.434,952.911,972.798,1.59316
39.578,327.511,57.1073,71.4683,285.037,524.119,1396.27,8.61624
80.382,429.851,70.9214,220.182,568.427,628.75,1296.81,3.87286
102.018,471.893,173.49,181.102,432.521,840.349,1085.05,4.55291
75.4622,564.285,61.4213,137.38,303.078,409.113,1515.5,4.26289
41.2416,319.761,41.2911,105.136,250.629,833.412,1089.84,9.51494
23.8103,364.274,34.6562,108.366,173.201,951.099,971.54,12.5073
58.0671,347.042,82.7988,85.4985,416.033,607.125,1315.88,11.9239
56.8509,519.041,178.999,146.875,315.698,1014.43,911.009,5.65075
61.0593,464.738,121.241,103.609,295.079,391.432,1533.25,4.41727
46.3985,293.747,58.4662,95.3865,196.409,865.487,1060.09,1.65852
37.8548,385.366,102.193,152.02,294.089,907.927,1015.78,8.78302
40.1026,365.586,89.6053,96.2294,201.064,416.527,1507.66,12.1531
35.5769,344.04,94.0659,108.13,346.028,617.957,1304.98,12.4953
77.8616,327.602,67.8601,166.134,359.075,380.475,1545.2,2.741
107.536,284.466,128.55,186.621,517.157,609.134,1317.98,4.29483
41.6915,397.814,127.305,97.7692,274.442,1033.99,891.439,9.73848
46.1408,282.58,54.0776,96.6638,331.767,625.141,1298.29,9.1493
45.098,393.122,95.5296,172.644,335.438,620.858,1304.56,9.19784
57.2239,432.692,89.5186,215.681,483.579,514.958,1414.18,8.15411
41.8666,240.447,31.5787,136.723,317.454,734.832,1191.29,11.942
64.9224,424.251,94.0489,103.418,394.878,602.568,1325.38,2.63628
56.6458,532.881,77.0654,278.548,349.225,432.5,1496.03,8.6713
34.6305,333.022,27.6645,110.188,291.998,719.631,1206.11,11.4475
58.8463,302.518,76.456,200.843,389.16,626.856,1301.8,2.50335
37.8618,278.175,35.1915,75.1997,275.945,560.846,1367.55,2.23275
71.203,446.493,139.196,128.812,464.126,739.888,1151.87,2.71211
22.1003,478.461,81.0363,104.895,159.982,878.42,1008.61,13.2777
74.2153,300.049,114.724,88.548,434.826,620.883,1268.49,7.59543
65.2907,290.497,135.866,123.436,305.259,791.036,1097.01,3.81266
71.3545,268.388,96.8554,142.479,402.903,567.328,1323.39,4.2527
98.7492,268.276,125.848,267.678,425.331,396.08,1492.68,3.38401
91.486,379.606,73.1332,136.696,322.46,736.755,1154.93,2.32235
27.6667,414.249,77.1122,78.8767,166.787,558.237,1329.21,13.0429
56.3573,439.005,65.3251,257.28,396.31,387.685,1504.12,10.0812
68.9361,654.182,112.668,140.766,303.304,442.673,1450.87,2.044
32.7112,295.711,76.9037,102.775,227.925,757.059,1128.93,12.4487
48.2163,590.771,132.114,123.15,459.96,467.661,1422.7,12.7273
44.1374,242.913,73.5451,161.458,311.099,425.608,1464.25,12.8877
27.8878,231.794,39.3482,150.507,216.847,947.631,940.677,10.7829
87.5629,428.112,172.89,133.173,476.672,775.934,1118.52,1.62622
79.3996,432.965,103.167,205.985,405.549,436.754,1456.6,2.33431
38.4814,409.495,54.7429,66.3126,287.932,631.63,1258.44,11.6343
82.7084,558.475,191.68,168.823,620.762,469.536,1422.7,8.63191
54.2367,341.492,90.9716,146.983,361.225,670.007,1221.71,11.0634
59.6347,389.348,132.136,141.185,368.793,1026.81,865.54,9.31802
49.5302,571.367,84.0645,124.029,355.867,405.99,1485.55,9.46655
55.0682,512.317,72.5315,84.4928,258.019,343.265,1549.75,6.83176
53.5559,314.656,59.4764,89.1118,418.418,695.836,1200.42,6.18384
50.0726,333.557,67.0761,83.3747,343.917,805.169,1088.22,5.00178
41.7938,455.281,106.994,75.329,367.672,512.136,1379.21,11.963
49.2328,447.585,54.3176,267.922,342.492,798.846,1096.35,9.0077
42.123,451.986,79.9256,93.8336,353.53,848.424,1043.83,12.1219
54.2274,268.569,124.02,100.03,169.808,281.473,1613.11,5.30319
77.3336,284.384,74.8712,103.933,401.378,452.684,1444.96,1.61292
25.4929,287.976,35.9905,73.9716,164.848,893.495,996.288,14.1139
113.496,487.153,86.6697,125.506,335.699,377.315,1515.55,11.3812
84.0421,509.341,127.802,99.0829,295.51,406.641,1489.42,4.65278
70.9051,501.887,138.494,142.202,448.59,584.225,1312.94,2.69077
76.0627,255.375,86.7508,134.655,368.937,709.788,1184.84,2.39408
31.6068,264.171,28.0259,66.3184,246.88,784.481,1107.81,12.4655
102.014,617.277,183.835,164.535,397.511,378.433,1518.99,4.82848
76.2161,477.52,67.8425,202.646,424.582,591.609,1304.46,1.79588
58.4191,387.257,41.4035,66.8215,301.943,482.475,1410.96,12.21
51.3523,381.513,46.467,82.9359,396.316,613.977,1280.39,8.19107
86.3357,499.672,195.713,134.93,394.014,808.491,1089.72,1.87109
37.2746,477.761,163.385,167.897,264.202,1031.53,863.191,12.4131
45.1885,484.353,80.2689,277.849,264.683,668.392,1227.38,8.77772
80.5481,349.645,72.6729,85.5403,376.81,842.024,1055.06,2.01124
32.7285,431.828,48.2667,68.565,299.985,698.298,1196.01,12.2144
43.3524,399.503,69.4793,154.881,301.431,409.972,1484.49,11.7625
92.0638,355.399,112.772,159.288,483.134,706.075,1190.19,2.10683
52.0564,313.305,104.169,99.4578,307.03,660.872,1235.93,11.5242
64.6025,399.098,97.1382,92.121,485.944,733.721,1162.53,5.8037
121.507,464.874,266.225,207.78,567.433,425.435,1471.34,8.85146
52.7421,489.774,79.0707,574.722,349.118,339.052,1558.56,6.77655
70.9114,274.098,107.825,69.8402,243.065,307.035,1591.06,3.35278
75.6697,511.303,61.4883,202.089,582.221,462.495,1434.93,6.61363
41.5269,447.248,48.6488,101.4,314.556,935.08,960.44,12.0936
41.9198,208.49,28.5761,107.912,281.572,758.485,1138.3,3.90094
47.7958,381.187,83.0028,252.206,347.79,1008.44,888.679,10.4395
82.0314,387.619,112.397,357.585,392.363,974.189,926.009,1.40461
49.9874,427.111,91.3504,99.7062,302.906,987.791,910.412,6.58294
36.3104,316.851,68.3421,54.6404,229.58,284.076,1612.56,8.12584
31.645,398.42,36.2879,78.8586,228.064,586.32,1309.57,10.3337
42.1716,284.637,54.339,87.3587,290.558,474.163,1421.9,12.1434
32.4705,481.118,89.4698,93.3664,314.274,584.332,1312.66,12.5316
39.0509,350.814,154.419,197.319,284.235,947.638,948.446,13.411
48.9035,328.864,38.3984,95.0136,335.195,597.633,1301.81,4.90732
37.4358,469.511,81.8202,62.6678,287.698,561.898,1335.28,11.862
40.9332,300.321,53.6386,77.3899,368.525,693.493,1204.1,10.7549
67.6642,439.681,57.5665,196.829,503.422,496.669,1403.97,5.26497
64.8675,433.764,155.977,241.617,294.189,771.316,1131.43,3.72184
81.892,343.675,56.5976,103.234,304.465,499.472,1401.32,1.0028
65.9503,527.309,160.013,209.613,357.918,442.259,1459.01,2.99535
52.9073,428.845,137.316,72.2498,441.446,559.586,1340.31,9.19551
54.383,597.16,204.321,86.7115,439.808,640.647,1259.67,8.07617
54.1438,471.057,98.8587,80.4592,335.54,557.159,1342.97,4.23396
35.4711,261.597,32.476,76.3785,308.588,581.591,1317.02,6.94998
72.673,465.998,135.714,126.142,492.687,735.602,1165.6,2.59326
70.0904,310.142,94.1302,261.288,628.97,929.559,970.945,6.61693
60.3688,311.222,82.4868,110.188,341.66,480.64,1421.15,1.38546
33.3054,436.911,65.1381,82.3233,264.434,416.451,1483.89,12.6917
48.4521,356.014,49.4652,107.105,343.89,734.193,1165.34,12.4974
71.1973,505.13,103.955,125.364,426.328,403.514,1498.26,7.93079
43.1357,402.173,60.2948,198.948,334.168,576.271,1325.07,10.2162
48.1948,351.961,61.8959,180.248,394.435,628.908,1275.66,7.16839
123.735,428.605,236.988,208.165,582.609,794.735,1112.31,5.04354
52.6689,376.981,51.4213,83.5125,340.912,644.519,1257.45,6.61544
38.5813,390.978,57.9216,85.0685,286.87,848.915,1051.89,12.5928
46.2666,428.914,126.065,247.335,338.661,965.97,936.323,8.14721
45.4138,372.97,88.4086,99.4331,309.794,455.429,1447.32,8.69049
96.2861,407.653,99.801,234.821,450.688,638.678,1266.08,1.64981
50.5726,368.619,50.0965,82.8116,281.29,683.437,1220.56,4.71836
35.4949,271.704,28.4065,57.7721,211.886,356.5,1545.77,9.60821
35.7814,288.299,39.6145,59.8357,301.336,755.856,1145.68,12.4148
94.5658,484.716,148.631,197.386,465.054,445.971,1458.91,6.55472
72.5565,456.071,149.662,119.568,380.471,739.797,1166.39,2.79135
56.3045,388.056,182.232,252.346,301.246,544.505,1359.99,3.90999
45.1859,292.449,57.6251,90.192,243.051,540.446,1364.72,3.26143
56.279,366.654,82.2441,107.996,305.157,613.994,1291.77,1.89692
59.7273,412.059,61.8309,123.211,412.553,498.329,1406.36,9.03206
49.4668,294.809,65.0782,91.9164,352.344,639.007,1265.5,6.82254
52.4651,362.21,78.789,162.643,440.603,636.051,1270.28,7.39208
90.1048,448.133,218.391,144.058,497.946,484.087,1423.02,3.39017
39.636,381.421,96.0009,165.042,305.755,582.204,1321.71,11.6477
76.6776,526.501,125.673,102.819,400.692,562.105,1345.07,2.84453
65.7575,515.797,102.719,96.2072,409.299,409.075,1496.2,9.81519
41.1354,304.226,51.0451,76.8264,412.021,359.562,1544.1,10.5208
60.2516,537.132,200.531,100.402,395.219,536.478,1369.96,6.6515
31.5957,284.82,43.9433,215.088,242.52,1032.43,871.772,12.127
45.2901,452.228,105.621,110.332,411.004,596.554,1308.32,10.3167
42.5285,364.588,74.1109,112.715,264.218,443.394,1461.76,10.9619
40.4531,426.42,66.4101,124.839,338.139,697.303,1207.82,12.5663
55.226,364.126,48.5033,96.1749,283.136,452.757,1452.8,8.01423
42.6303,467.753,134,90.948,241.125,345.116,1562.43,5.26739
36.6263,343.786,51.909,621.852,310.037,950.895,955.454,12.151
39.4561,287.084,78.2377,111.223,330.435,602.867,1300.4,12.3572
28.7855,320.37,80.11,144.712,188.703,1040.61,864.149,13.3832
80.0362,536.698,85.0206,228.45,339.508,402.421,1507.48,3.07892
104.324,341.328,187.33,115.18,436.829,469.354,1443.97,8.77934
80.2124,459.805,142.119,94.983,415.045,742.59,1164.57,8.88207
55.6897,439.281,63.9494,118.109,380.96,496.891,1411.79,5.31234
37.9447,250.766,41.0957,132.368,272.902,483.852,1422.07,12.7371
62.6502,337.438,222.257,441.442,517.41,690.925,1182.08,6.58445
69.5601,470.185,102.927,156.566,479.014,813.455,1060.43,8.99484
37.1495,301.569,49.6696,209.994,254.464,769.208,1103.91,10.2502
83.9916,440.242,56.2907,130.894,464.14,502.865,1372.84,1.68965
39.0353,378.761,33.8961,87.5953,286.672,760.035,1112.66,8.35749
58.8592,426.45,85.964,123.906,398.741,609.893,1264.01,5.85857
78.9505,403.053,78.6166,156.856,443.852,768.986,1106.36,1.50715
103.576,381.974,173.056,141.444,533.029,843.121,1031.38,7.28834
